image url,Manual validation,microsoft azure labels,gluon labels,google label description,google object detection
https://pbs.twimg.com/media/EN1Pr0WX4AEfaIb?format=jpg&name=900x900,False,"['tree', 'ground', 'outdoor', 'animal', 'statue', 'stone']",[],"['Vertebrate', 'Beak', 'Wood', 'Tree', 'Mammal', 'Sculpture', 'Fawn', 'Statue', 'Art', 'Lawn ornament']",['Sculpture']
https://pbs.twimg.com/media/EQD08DCUwAAVb-r?format=jpg&name=medium,False,"['person', 'indoor', 'human face', 'clothing', 'child', 'smile', 'girl', 'toddler']",[],"['Smile', 'Head', 'Glasses', 'Table', 'Shirt', 'Organ', 'Chair', 'Sharing', 'T-shirt', 'Whiteboard']","['Glasses', 'Person', 'Top', 'Clothing']"
https://pbs.twimg.com/media/EPxEIs7UwAIpQlG?format=jpg&name=medium,True,"['grass', 'outdoor', 'green', 'plant']","['tailed frog', 'bullfrog']","['Plant', 'People in nature', 'Terrestrial plant', 'Grass', 'Groundcover', 'Terrestrial animal', 'Grass family', 'Grassland', 'Shrub', 'Soil']",['Animal']
https://pbs.twimg.com/media/EQFJ7mqUwAA9Jk9?format=jpg&name=medium,False,"['animal', 'spider', 'arthropod', 'drawing', 'skull', 'statue', 'concrete', 'cement', 'stone']",['tailed frog'],"['Brown', 'Wood', 'Branch', 'Twig', 'Organism', 'Trunk', 'Sculpture', 'Plant', 'Terrestrial plant', 'Art']",[]
https://pbs.twimg.com/media/ESy--OlUUAI9Wnu?format=jpg&name=900x900,True,"['reptile', 'animal', 'lizard', 'snake', 'crocodile', 'turtle', 'amphibian', 'tortoise', 'scaled reptile', 'frog', 'true frog', 'crocodilia', 'sea turtle', 'toad', 'alligator', 'saltwater crocodile', 'american alligator', 'true toad', 'nile crocodile', 'american crocodile']",['tailed frog'],"['Hand', 'Mouth', 'True frog', 'Frog', 'Toad', 'Organism', 'Finger', 'Terrestrial animal', 'True toad', 'Amphibian']","['Frog', 'Animal']"
https://pbs.twimg.com/media/ESIVlUTWsAM3R8T?format=jpg&name=small,False,"['outdoor', 'lake', 'sky', 'water', 'grass', 'person', 'watercraft', 'clothing', 'fishing', 'fish', 'recreational fishing', 'fisherman', 'boat']","['barracouta', 'gar']","['Water', 'Sky', 'Boat', 'Cloud', 'Vehicle', 'Boats and boating--Equipment and supplies', 'Lake', 'Watercraft', 'Watercourse', 'Plant']","['Person', 'Boat', 'Animal']"
https://pbs.twimg.com/media/ESs1KIqUYAAXJ6x?format=jpg&name=medium,True,"['ground', 'reptile', 'animal', 'lizard', 'snake', 'frog', 'crocodile', 'scaled reptile', 'amphibian', 'concrete', 'cement', 'dirty', 'dirt', 'stone']","['tailed frog', 'bullfrog']","['Reptile', 'Felidae', 'Toad', 'Frog', 'Iguania', 'Wood', 'Road surface', 'Scaled reptile', 'Asphalt', 'Big cats']","['Frog', 'Animal']"
https://pbs.twimg.com/media/ETvf9S0WkAAMzK7?format=jpg&name=small,True,"['reptile', 'animal', 'turtle', 'tortoise', 'snake', 'shellfish', 'sea turtle']","['tailed frog', 'bullfrog', 'mud turtle']","['Head', 'Eye', 'Vertebrate', 'Human body', 'Reptile', 'Terrestrial animal', 'Scaled reptile', 'Automotive tire', 'Snake', 'Python family']","['Animal', 'Turtle']"
https://pbs.twimg.com/media/EVGJ-ncXYAQNQF5?format=jpg&name=medium,True,"['animal', 'reptile', 'frog', 'amphibian', 'lizard', 'true frog', 'toad', 'true toad', 'close']",['tailed frog'],"['Head', 'Eye', 'Reptile', 'Nature', 'Iris', 'Terrestrial animal', 'Toad', 'Snout', 'Amphibian', 'Close-up']",['Animal']
https://pbs.twimg.com/media/EVH7Fq3UUAAB99C?format=jpg&name=small,True,"['grass', 'outdoor', 'reptile', 'ground', 'animal', 'lizard', 'snake', 'turtle', 'tortoise', 'amphibian', 'scaled reptile', 'crocodile', 'true frog', 'toad', 'true toad', 'fauna', 'frog', 'dirt']","['tailed frog', 'bullfrog']","['Plant', 'Reptile', 'Terrestrial plant', 'Grass', 'Groundcover', 'Terrestrial animal', 'Eastern box turtle', 'Toad', 'Amphibian', 'Soil']",['Frog']
https://pbs.twimg.com/media/EV09MnyX0AAvvdO?format=jpg&name=medium,False,"['frog', 'animal', 'amphibian', 'crab', 'true frog', 'toad']",['tailed frog'],"['Frog', 'True toad', 'True frog', 'Toad', 'Organism', 'Terrestrial animal', 'Amphibian', 'Anaxyrus', 'Illustration', 'Bullfrog']",['Frog']
https://pbs.twimg.com/media/EXxHKmhXYAAkSrx?format=jpg&name=medium,True,"['text', 'animal', 'reptile']",['tailed frog'],"['True toad', 'Frog', 'True frog', 'Toad', 'Font', 'Reptile', 'Terrestrial animal', 'Amphibian', 'Terrestrial plant', 'Bullfrog']","['Frog', 'Animal']"
https://pbs.twimg.com/media/EZH5DR3XkAchEnS?format=jpg&name=900x900,True,"['person', 'reptile', 'seafood', 'animal', 'fish', 'snake', 'lizard', 'amphibian', 'crocodile', 'shellfish', 'frog']","['tailed frog', 'bullfrog']","['Hand', 'Reptile', 'Smile', 'Toad', 'Terrestrial animal', 'Frog', 'Amphibian', 'Wildlife biologist', 'Rock python', 'Biting']","['Frog', 'Person']"
https://pbs.twimg.com/media/EZra7rPWkAEWW04?format=jpg&name=medium,True,"['animal', 'reptile', 'frog', 'grass', 'lizard', 'snake', 'green', 'crocodile', 'amphibian', 'scaled reptile', 'toad', 'true frog', 'crocodilia', 'turtle']",['tailed frog'],"['Frog', 'True toad', 'Toad', 'American Toad', 'Terrestrial animal', 'Amphibian', 'Grass', 'True frog', 'Anaxyrus', 'Terrestrial plant']",['Frog']
https://pbs.twimg.com/media/EZzwnd_U8AEngRZ?format=jpg&name=900x900,False,"['outdoor', 'mountain', 'water', 'rock', 'lake', 'nature', 'river', 'tree', 'rocky', 'valley', 'plant', 'surrounded']",['valley'],"['Water', 'Water resources', 'Mountain', 'Sky', 'Nature', 'Fluvial landforms of streams', 'Natural landscape', 'Plant', 'Bedrock', 'Lake']","['Animal', 'Person']"
https://pbs.twimg.com/media/EZ6_uy6WkAAcQVy?format=jpg&name=medium,True,"['animal', 'frog', 'statue', 'reptile', 'sculpture']",['tailed frog'],"['Frog', 'True frog', 'True toad', 'Toad', 'Amphibian', 'Reptile', 'Sculpture', 'Anaxyrus', 'Terrestrial animal', 'Creative arts']",['Animal']
https://pbs.twimg.com/media/EazRty_XkAU_-eX?format=jpg&name=large,False,"['person', 'insect', 'invertebrate', 'tree', 'outdoor', 'hand', 'holding', 'animal', 'beetle', 'wood']","['fiddler crab', 'rock crab', 'hermit crab']","['Hand', 'Arthropod', 'Insect', 'Finger', 'Thumb', 'Terrestrial animal', 'Terrestrial plant', 'Pest', 'Parasite', 'Nail']",['Moths and butterflies']
https://pbs.twimg.com/media/EbjX6s0XsAY3nBc?format=jpg&name=large,False,"['text', 'screenshot']",['web site'],"['Bird', 'Organ', 'Human', 'Organism', 'Jaw', 'Font', 'Screenshot', 'Adaptation', 'Recipe', 'Design']","['Frog', 'Animal']"
https://pbs.twimg.com/media/Eb4soJuUMAEPU6d?format=jpg&name=900x900,False,"['animal', 'frog', 'text', 'true frog', 'amphibian', 'toad', 'true toad']",['tailed frog'],"['Head', 'Frog', 'Toad', 'True frog', 'Organism', 'Amphibian', 'Terrestrial animal', 'True toad', 'Bufo', 'Eleutherodactylus']",['Frog']
https://pbs.twimg.com/media/Eb2LL3GX0AAfIp5?format=jpg&name=small,False,"['text', 'map']",['jigsaw puzzle'],"['Map', 'World', 'Slope', 'Font', 'Terrestrial plant', 'Parallel', 'Pattern', 'Rectangle', 'Diagram', 'Screenshot']",['Animal']
https://pbs.twimg.com/media/EdjIt3sXoAAF43b?format=jpg&name=medium,True,"['shellfish', 'seafood', 'shell', 'animal', 'crab', 'marine invertebrates', 'clam', 'bivalve', 'molluscs', 'oyster', 'arthropod', 'invertebrate', 'cockle', 'conch', 'crustacean', 'close']",['sea cucumber'],"['Marine invertebrates', 'Organism', 'Liquid', 'Bivalve', 'Natural material', 'Plant', 'Terrestrial animal', 'Terrestrial plant', 'Invertebrate', 'Marine biology']","['Insect', 'Animal']"
https://pbs.twimg.com/media/EdQDDpwVcAEvblf?format=jpg&name=medium,False,"['person', 'woman', 'clothing', 'human face', 'man', 'glasses', 'shirt']","['oxygen mask', 'pretzel', 'ocarina']","['Clothing', 'Lip', 'Hand', 'Mouth', 'Organ', 'Eyelash', 'Microphone', 'Gesture', 'Eyewear', 'Audio equipment']","['Person', 'Microphone', 'Food']"
https://pbs.twimg.com/media/EeEg_CQVAAER3WB?format=jpg&name=900x900,True,"['text', 'animal', 'frog', 'person', 'reptile', 'sign', 'amphibian', 'true frog']",['tailed frog'],"['Frog', 'True toad', 'True frog', 'Toad', 'Organism', 'Happy', 'Terrestrial animal', 'Amphibian', 'Bullfrog', 'Snout']","['Frog', 'Person']"
https://pbs.twimg.com/media/Eeu5bCHWsAALziC?format=jpg&name=medium,True,"['animal', 'reptile', 'outdoor', 'lizard']","['whiptail', 'tailed frog']","['Plant', 'Reptile', 'Terrestrial animal', 'Terrestrial plant', 'Grass', 'Trunk', 'Bedrock', 'Wood', 'Scaled reptile', 'Soil']",['Frog']
https://pbs.twimg.com/media/EfA7PLmU4AE2Q9C?format=jpg&name=medium,False,"['text', 'poster', 'cartoon', 'art', 'screenshot']",['cinema'],"['Sky', 'Tree', 'Public space', 'Font', 'Landmark', 'Facade', 'Beard', 'Fun', 'Event', 'Leisure']",['Person']
https://pbs.twimg.com/media/EfWEdfHVoAECaKt?format=jpg&name=medium,False,"['text', 'person', 'reptile', 'human face', 'lizard']","['neck brace', 'tailed frog']","['Smile', 'Organism', 'Poster', 'Publication', 'Happy', 'Adaptation', 'Font', 'Book', 'Wrinkle', 'Photo caption']","['Animal', 'Person']"
https://pbs.twimg.com/media/EgWYhubXgAAw9LP?format=jpg&name=medium,True,"['frog', 'animal', 'amphibian', 'true frog', 'reptile', 'toad', 'true toad', 'close']",['bullfrog'],"['Head', 'Frog', 'Eye', 'Human body', 'Iris', 'True frog', 'Amphibian', 'Terrestrial animal', 'Close-up', 'Electric blue']",['Frog']
https://pbs.twimg.com/media/EjkG_paXYAEuUth?format=jpg&name=large,True,"['rock', 'stone', 'pebble', 'gravel', 'rubble', 'pile', 'toppings']","['tailed frog', 'bullfrog']","['Plant', 'Bedrock', 'Rock', 'Pebble', 'Cobblestone', 'Rubble', 'Soil', 'Building material', 'Gravel', 'Wood']",['Frog']
https://pbs.twimg.com/media/EjtAJUoU4AA7cN-?format=jpg&name=medium,False,"['text', 'screenshot', 'abstract', 'parallel', 'line', 'diagram']","['rule', 'web site']","['Slope', 'Rectangle', 'Line', 'Font', 'Parallel', 'Plot', 'Number', 'Pattern', 'Diagram']",[]
https://pbs.twimg.com/media/Ej4UjVOXkAElu4Q?format=jpg&name=medium,False,"['cartoon', 'drawing', 'sketch', 'book', 'text', 'illustration', 'animal']","['comic book', 'jersey']","['Head', 'Facial expression', 'Vertebrate', 'White', 'Organ', 'Cartoon', 'Black', 'Jaw', 'Organism', 'Mammal']",['Animal']
https://pbs.twimg.com/media/ElXKMTwVgAA2_Qk?format=jpg&name=medium,True,"['reptile', 'grass', 'lizard', 'outdoor', 'animal', 'crocodile', 'snake', 'scaled reptile', 'amphibian', 'crocodilia', 'american alligator', 'iguania', 'alligator', 'nile crocodile', 'saltwater crocodile', 'turtle', 'american crocodile', 'tortoise', 'iguanidae', 'komodo dragon', 'iguana', 'toad', 'frog', 'terrestrial animal', 'true frog', 'varanidae', 'true toad', 'monitor lizard', 'marine iguana', 'green iguana']",['tailed frog'],"['True toad', 'Frog', 'True frog', 'Plant', 'Toad', 'Texas Toad', 'Grass', 'American Toad', 'Anaxyrus', 'Terrestrial animal']",['Frog']
https://pbs.twimg.com/media/ElaojyyU4AIhua6?format=jpg&name=medium,True,"['indoor', 'reptile', 'slice', 'chocolate', 'frog', 'snake', 'half', 'eaten', 'sliced']","['tailed frog', 'diamondback']","['True toad', 'Reptile', 'Jaw', 'Amphibian', 'Scaled reptile', 'Terrestrial animal', 'Burmese python', 'Python family', 'Cuisine', 'Fish']","['Animal', 'Food']"
https://pbs.twimg.com/media/Ek4pCIkXIAE8kTO?format=jpg&name=medium,False,"['text', 'outdoor', 'tree', 'sign', 'plant']",['street sign'],"['Plant community', 'Plant', 'Nature', 'Natural landscape', 'Natural environment', 'Botany', 'Vegetation', 'Font', 'Grass', 'Biome']",[]
https://pbs.twimg.com/media/ElWAr6KVcAEgGDy?format=jpg&name=medium,False,"['drawing', 'sketch', 'cartoon', 'child art', 'art', 'animal', 'handwriting', 'text', 'ink']",['tailed frog'],"['Art', 'Creative arts', 'Font', 'Snout', 'Drawing', 'Tail', 'Amphibian', 'Toad', 'Paper', 'Visual arts']","['Animal', 'Packaged goods']"
https://pbs.twimg.com/media/Emk8puOXIAAmMGC?format=jpg&name=medium,True,"['frog', 'animal', 'true frog', 'amphibian', 'toad', 'true toad', 'lizard', 'bullfrog', 'reptile']","['tailed frog', 'bullfrog']","['Head', 'Plant', 'Eye', 'Organism', 'Terrestrial plant', 'Terrestrial animal', 'Amphibian', 'Frog', 'True frog', 'Wildlife']",['Frog']
https://pbs.twimg.com/media/El9EgGaU8AIUxtE?format=jpg&name=medium,False,"['text', 'handwriting', 'whiteboard']",['laptop'],"['Handwriting', 'Whiteboard', 'Rectangle', 'Font', 'Writing', 'Parallel', 'Gas', 'Room', 'Number', 'Transport']","['1D barcode', 'Packaged goods']"
https://pbs.twimg.com/media/EnxhrRZWMAQcLgV?format=jpg&name=medium,True,"['animal', 'frog', 'outdoor', 'reptile', 'rock', 'lizard', 'amphibian', 'true frog']",['tailed frog'],"['Eye', 'Butterfly', 'True toad', 'Frog', 'Pollinator', 'Toad', 'True frog', 'Terrestrial animal', 'Amphibian', 'Arthropod']","['Frog', 'Moths and butterflies']"
https://pbs.twimg.com/media/EoHvYGbWEAQvBaR?format=jpg&name=large,True,"['grass', 'outdoor', 'animal', 'plant', 'reptile', 'turtle', 'tortoise', 'frog']","['tailed frog', 'bullfrog']","['Reptile', 'Leaf', 'Grass', 'Turtle', 'Tortoise', 'Groundcover', 'Terrestrial animal', 'Hat', 'Plant', 'Wood']",['Animal']
https://pbs.twimg.com/media/EoTQZ6wUYAANEQF?format=jpg&name=small,False,"['sitting', 'tree', 'outdoor', 'animal', 'ledge', 'bird', 'beak']",['hornbill'],"['Bird', 'Plant', 'Vertebrate', 'Beak', 'Wood', 'Laughing kookaburra', 'Mammal', 'Grass', 'Twig', 'Fence']",['Bird']
https://pbs.twimg.com/media/Eoc-KOjVQAAQGLo?format=jpg&name=large,False,"['chocolate', 'food', 'cake', 'several']",['buckle'],"['Table', 'Tableware', 'Food', 'Ingredient', 'Tablecloth', 'Red', 'Cuisine', 'Finger food', 'Dessert', 'Event']","['Animal', 'Table top']"
https://pbs.twimg.com/media/Eo7qamQUYAEpCN4?format=jpg&name=medium,False,"['text', 'poster', 'cartoon', 'screenshot', 'art']",['cinema'],"['Sky', 'Tree', 'Public space', 'Font', 'Facade', 'Landmark', 'Beard', 'Event', 'Fun', 'Palm tree']",[]
https://pbs.twimg.com/media/Epxi8h5VQAMvNYa?format=jpg&name=medium,True,"['text', 'screenshot', 'animal', 'reptile', 'different', 'several']",['tailed frog'],"['Vertebrate', 'Mouth', 'Organ', 'Jaw', 'Organism', 'Adaptation', 'Font', 'Advertising', 'Science', 'Terrestrial animal']","['Insect', 'Animal', 'Food']"
https://pbs.twimg.com/media/Ep3WuL8WwAIbIRV?format=jpg&name=medium,True,"['frog', 'animal']",['tailed frog'],"['Brown', 'Frog', 'True frog', 'True toad', 'Toad', 'Terrestrial animal', 'Amphibian', 'Wood', 'Bullfrog', 'Bufo']","['Pen', 'Frog']"
https://pbs.twimg.com/media/Dwa3AP4UYAAfRFb?format=jpg&name=medium,False,"['human face', 'face', 'person', 'smile', 'portrait', 'hair', 'staring']",[],"['Forehead', 'Hair', 'Nose', 'Face', 'Cheek', 'Skin', 'Head', 'Lip', 'Chin', 'Eyebrow']","['Person', 'Earrings']"
https://pbs.twimg.com/media/DwlHxRAXQAAgmMS?format=jpg&name=small,True,"['animal', 'frog', 'reptile', 'amphibian', 'true frog', 'toad', 'lizard', 'true toad', 'scaled reptile', 'anaxyrus', 'snake']",['tailed frog'],"['Head', 'Frog', 'True toad', 'Toad', 'True frog', 'Organism', 'Terrestrial animal', 'Amphibian', 'Snout', 'American Toad']",['Frog']
https://pbs.twimg.com/media/DwnTdd8U8AEPeWC?format=jpg&name=medium,False,"['person', 'man', 'tie', 'human face', 'suit', 'clothing', 'necktie', 'standing', 'posing', 'fashion accessory', 'older', 'dressed']","['suit', 'Windsor tie']","['Chin', 'Facial expression', 'Vertebrate', 'Organ', 'Dress shirt', 'Tie', 'Gesture', 'Suit', 'Collar', 'Formal wear']","['Tie', 'Person']"
https://pbs.twimg.com/media/DxYfpMhVAAA-TD2?format=jpg&name=medium,False,"['grass', 'outdoor', 'animal', 'green', 'dog']","['German short-haired pointer', 'rock python']","['Plant', 'Wood', 'Twig', 'Terrestrial plant', 'Grass', 'Groundcover', 'Trunk', 'Terrestrial animal', 'Art', 'Soil']",['Animal']
https://pbs.twimg.com/media/DxVveEJX0AA6mom?format=jpg&name=900x900,True,"['animal', 'reptile', 'text', 'frog', 'amphibian', 'lizard', 'true frog', 'toad', 'true toad', 'snake', 'scaled reptile', 'anaxyrus']",['tailed frog'],"['Eye', 'Vertebrate', 'True toad', 'Frog', 'Organism', 'Toad', 'True frog', 'Adaptation', 'Terrestrial animal', 'Snout']","['Frog', 'Animal']"
https://pbs.twimg.com/media/DxPJijIUUAAkAyR?format=jpg&name=small,False,"['text', 'screenshot', 'bottle', 'abstract']","['web site', 'water bottle']","['Bottle', 'Font', 'Recipe', 'Liquid', 'Screenshot', 'Drink', 'Ingredient', 'Advertising', 'Glass bottle', 'Soil']","['Bottle', 'Animal']"
https://pbs.twimg.com/media/DxvMHAWUwAIA0yZ?format=jpg&name=medium,False,"['floor', 'vehicle', 'indoor', 'wheel', 'auto part', 'land vehicle', 'tire', 'tool']",['chain saw'],"['Table', 'Wood', 'Gas', 'Engineering', 'Machine', 'Hardwood', 'Automotive wheel system', 'Window', 'Auto part', 'Building']","['Chair', 'Table']"
https://pbs.twimg.com/media/DxSVgJLU0AAuKcH?format=jpg&name=small,False,"['indoor', 'animal', 'rabbit', 'cat', 'mammal']","['Chihuahua', 'Mexican hairless']","['Drinkware', 'Purple', 'Textile', 'Carnivore', 'Felidae', 'Comfort', 'Grey', 'Pink', 'Tableware', 'Fawn']",['Animal']
https://pbs.twimg.com/media/DycC9BqUcAE7wq-?format=jpg&name=medium,False,"['tree', 'sky', 'outdoor', 'palm tree', 'plant', 'palm', 'cloud', 'building', 'arecales']",['pineapple'],"['Cloud', 'Plant', 'Sky', 'Pineapple', 'Daytime', 'Property', 'Nature', 'Tree', 'Ananas', 'Fruit']",['Pineapple']
https://pbs.twimg.com/media/Dyi4ZTrWkAA0qoU?format=jpg&name=medium,True,"['person', 'clothing', 'human face', 'smile', 'glasses']",['terrapin'],"['Glasses', 'Smile', 'Vision care', 'Eyewear', 'Electric blue', 'Event', 'Glove', 'Customer', 'Fun', 'Retail']","['Glasses', 'Person', 'Animal', 'Food', 'Outerwear']"
https://pbs.twimg.com/media/Dy210oGVsAA2UnZ?format=jpg&name=900x900,False,"['text', 'indoor', 'monitor', 'computer', 'screen', 'whiteboard']",['projector'],"['Font', 'Presentation', 'Display device', 'Projector accessory', 'Projection screen', 'Technology', 'Public speaking', 'Electronic device', 'Event', 'Multimedia']","['Person', 'Clothing']"
https://pbs.twimg.com/media/DzUipBoX4AICqQG?format=jpg&name=small,False,"['person', 'clothing', 'man', 'human face', 'smile', 'office building', 'people', 'woman', 'healthcare', 'group', 'collaboration', 'job', 'employment', 'computer', 'dentistry', 'business', 'dental', 'suit']","['lab coat', 'quill']","['Clothing', 'Table', 'Gesture', 'Chair', 'Suit', 'Tie', 'Conference room table', 'White-collar worker', 'Event', 'Technology']","['Person', 'Table top', 'Suit', 'Clothing', 'Top']"
https://pbs.twimg.com/media/D0y27Y4XQAAskGf?format=jpg&name=900x900,False,"['person', 'wall', 'indoor', 'design', 'whiteboard', 'clothing', 'art', 'clock', 'computer', 'people', 'group', 'human face']",[],"['Photograph', 'Shirt', 'Human', 'Clock', 'T-shirt', 'Art', 'Beauty', 'Snapshot', 'Artifact', 'Event']","['Person', 'Clothing']"
https://pbs.twimg.com/media/D2KG9ejUcAE0EcY?format=jpg&name=medium,False,"['text', 'sketch', 'drawing', 'cartoon', 'comic', 'illustration']","['crossword puzzle', 'comic book']","['Hairstyle', 'Facial expression', 'Cartoon', 'White', 'Vertebrate', 'Organ', 'Human', 'Black', 'Jaw', 'Organism']","['Animal', 'Person']"
https://pbs.twimg.com/media/D3SRizjW0AA20V8?format=jpg&name=medium,False,"['text', 'drawing', 'sketch', 'cartoon', 'illustration', 'comic']",['crossword puzzle'],"['Hairstyle', 'White', 'Product', 'Rectangle', 'Cartoon', 'Organism', 'Gesture', 'Art', 'Style', 'Line']",['Animal']
https://pbs.twimg.com/media/D3Ls7zkX4Agp7Oq?format=jpg&name=medium,False,"['text', 'drawing', 'cartoon', 'sketch', 'comic', 'illustration']",['crossword puzzle'],"['Hairstyle', 'Facial expression', 'Rectangle', 'Organism', 'Cartoon', 'Gesture', 'Font', 'Style', 'Art', 'Adaptation']","['Person', 'Animal']"
https://pbs.twimg.com/media/D3HwdQOXkAEmVGn?format=jpg&name=medium,False,"['text', 'drawing', 'sketch', 'cartoon', 'comic', 'illustration']","['crossword puzzle', 'comic book']","['Vertebrate', 'Product', 'Rectangle', 'Cartoon', 'Jaw', 'Organism', 'Mammal', 'Gesture', 'Font', 'Art']","['Animal', 'Person', 'Picture frame']"
https://pbs.twimg.com/media/D5JGz3xUIAIoRKw?format=jpg&name=small,True,"['person', 'human face', 'clothing', 'smile', 'boy', 'toddler', 'baby', 'posing']",['knee pad'],"['Skin', 'Shoe', 'Hairstyle', 'Leg', 'Smile', 'Flash photography', 'Finger', 'Cool', 'Sneakers', 'Leisure']","['Top', 'Person', 'Shorts', 'Footwear', 'Shoe']"
https://pbs.twimg.com/media/D6aGfjMXkAAfFcI?format=jpg&name=small,False,"['toad', 'true toad', 'frog', 'true frog', 'animal', 'amphibian', 'lizard', 'reptile', 'anaxyrus', 'texas toad', 'different', 'bullfrog', 'several']",['tailed frog'],"['Head', 'Photograph', 'Vertebrate', 'White', 'Organ', 'Green', 'Organism', 'Mammal', 'Yellow', 'Iris']",['Animal']
https://pbs.twimg.com/media/D8hALwTWkAET-_f?format=jpg&name=900x900,False,"['tree', 'reptile', 'animal', 'outdoor', 'lizard', 'ground', 'flower']","['whiptail', 'green lizard']","['Flower', 'Plant', 'Beak', 'Petal', 'Wood', 'Trunk', 'Tree', 'Phasianidae', 'Terrestrial animal', 'Twig']","['Lizard', 'Flower', 'Insect']"
https://pbs.twimg.com/media/D8ea0CUVsAAzCUW?format=jpg&name=small,True,"['text', 'frog', 'animal', 'reptile', 'lizard', 'snake', 'amphibian', 'crocodile']",['tailed frog'],"['Photograph', 'Frog', 'Nature', 'True frog', 'True toad', 'Organism', 'Toad', 'Terrestrial animal', 'Fluid', 'Adaptation']",['Frog']
https://pbs.twimg.com/media/D-mqb4hU4AAw8vm?format=jpg&name=medium,True,"['frog', 'animal', 'grass', 'outdoor', 'reptile', 'lizard', 'amphibian', 'toad', 'true frog', 'true toad', 'crocodile', 'scaled reptile', 'iguania']",['tailed frog'],"['Frog', 'True toad', 'True frog', 'Anaxyrus', 'Toad', 'Organism', 'Grass', 'Plant', 'Terrestrial animal', 'Amphibian']",['Frog']
